"","id","coral","algae","turf","soft","cca","simpD","shanH","acro","comp1","comp2","f.biomass","f.biomassT","f.N","f.richness","N.herb","N.carn","FshanH","FsimpD","FsimpD2","fcomp1","fcomp2","Complexity","lat","long","Data","Marine.Park","SectorRegion","Reef","Site","Transect","Zone","Year"
"262","Site351 Slope 1 2018",35,2,54,3,6,0.646530612244898,1.3398143546129,0.2,-0.480510881648442,-0.530140088422543,18944.1194993267,32936.3974223701,846,45,33,642,0.886787318925639,0.437659630356175,0.383439800144191,-3.47323301865599,0.886779142523873,4,"","","Coral Sea","Coral Sea","Sector12","Reef113","Site351","1","Slope",2018
"263","Site351 Slope 2 2018",18,0,62,5,15,0.54320987654321,0.977925226621021,0.0555555555555556,-1.45001701206325,-1.13684154906884,19717.2328220525,30176.0544649746,412,34,11,225,0.994132524708845,0.561091997360732,0.520619285512301,-0.627044234541099,-0.526889927850686,4,"","","Coral Sea","Coral Sea","Sector12","Reef113","Site351","2","Slope",2018
"264","Site351 Slope 3 2018",28,3,61,0,7,0.510204081632653,1.04926491384339,0.0714285714285714,-0.78258543400347,-1.74158058586266,15389.4037427266,21911.0542521718,342,40,41,206,1.378862181682,0.660818713450292,0.548835539140248,-1.90236518295977,-0.26452211686118,4,"","","Coral Sea","Coral Sea","Sector12","Reef113","Site351","3","Slope",2018
"265","Site351 Crest 1 2018",22,3,50,4,21,0.698347107438017,1.27472145632719,0.272727272727273,0.157032985538649,0.467199465619189,4294.18721520356,8285.87535109838,267,20,31,20,0.747181927869388,0.337723912525074,0.331607961957665,1.04639138524999,-0.0298794159965614,2,"","","Coral Sea","Coral Sea","Sector12","Reef113","Site351","1","Crest",2018
"266","Site351 Crest 2 2018",20,3,56,6,14,0.69,1.32736286342019,0.25,-0.378543782479687,0.37880198970018,5427.36376589173,17906.2738367049,170,23,67,35,1.47589107035773,0.725536332179931,0.631487889273356,0.871462827032793,2.03829002638787,2,"","","Coral Sea","Coral Sea","Sector12","Reef113","Site351","2","Crest",2018
"267","Site351 Crest 3 2018",16,4,44,5,30,0.578125,1.0337005498525,0.0625,-0.524642543855159,0.753055496296301,3883.441913563,12953.6436389583,279,22,56,22,1.03041669047866,0.497527010187433,0.472347477550391,0.756395458768006,1.45317666687337,1.5,"","","Coral Sea","Coral Sea","Sector12","Reef113","Site351","3","Crest",2018
"268","Site352 Slope 1 2018",47,0,38,0,4,0.662743322770484,1.41504848463515,0.0851063829787234,0.891419262689937,-2.05171694721689,13218.7632329961,60703.216543191,184,31,114,27,1.67915084838815,0.703154536862004,0.451264177693762,-0.530153859779929,0.729395200092822,3,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site352","1","Slope",2018
"269","Site352 Slope 2 2018",25,0,30,6,2,0.7456,1.64380600908318,0.24,1.70699462454476,-1.99881550369366,8859.74555847846,27686.3271063826,151,20,120,11,1.19895239664148,0.558484277005394,0.217271172317004,1.25329562936975,0.672924991193545,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site352","2","Slope",2018
"270","Site352 Slope 3 2018",20,0,28,11,2,0.65,1.30691188628855,0.35,2.98047935251607,-2.11795624859783,33367.5061329203,63978.7525136337,126,29,91,19,1.51709673872064,0.660997732426304,0.368228772990678,0.511099348099229,0.20460822763241,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site352","3","Slope",2018
"271","Site352 Crest 1 2018",40,0,21,5,22,0.59875,1.0606209843631,0.7,3.59856118167592,-1.91232437086865,15564.6393381126,40748.6270935656,254,32,135,36,1.76346813963272,0.757858515717031,0.511160022320045,-1.11812883740727,1.59645522069233,3,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site352","1","Crest",2018
"272","Site352 Crest 2 2018",54,0,31,4,3,0.764060356652949,1.57804403491776,0.5,2.88494388802449,-1.67351682933664,28319.7434464845,44767.6441331896,188,28,116,18,1.51790996032808,0.672306473517429,0.282424173834314,0.034716823160402,2.04660424321913,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site352","2","Crest",2018
"273","Site352 Crest 3 2018",45,0,34,6,8,0.643950617283951,1.24911728888793,0.355555555555556,3.2614637052616,-1.1884503432226,21338.3482588444,32918.5197616495,138,26,84,27,1.64728678448009,0.720856962822936,0.402541482881748,0.42991572627217,0.809196268366784,3,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site352","3","Crest",2018
"274","Site353 Slope 1 2018",25,0,42,5,10,0.4768,0.86226847829524,0.04,-0.252784935613232,-1.63593277721115,8256.38255147255,10267.7355789309,176,29,29,33,1.54059521497429,0.672520661157025,0.616283574380165,0.424977034127807,-0.593561819164986,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site353","1","Slope",2018
"275","Site353 Slope 2 2018",42,0,24,11,3,0.417233560090703,0.806975911795792,0,0.381564398551188,-1.46817782679627,33059.2246718323,40398.9715464796,254,35,24,78,1.44870916564589,0.674809349618699,0.625240250480501,-0.956493693178591,0.284009408783198,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site353","2","Slope",2018
"276","Site353 Slope 3 2018",42,0,30,4,13,0.54421768707483,0.949286900790289,0.0714285714285714,0.912796642228695,-1.04380509662147,11053.2604066701,16789.864313981,203,35,31,28,1.33547082653492,0.58807542041787,0.552063869543061,0.3305992715729,-0.0309159091888623,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site353","3","Slope",2018
"277","Site353 Crest 1 2018",34,0,38,23,4,0.788927335640138,1.63630851507504,0.235294117647059,1.65318647188971,-2.18186308666317,8978.61226450183,27079.4299158875,196,25,46,62,1.63352214460124,0.773948354852145,0.66862765514369,-0.149332017510745,1.70403391948534,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site353","1","Crest",2018
"278","Site353 Crest 2 2018",34,0,38,16,10,0.70242214532872,1.43205595121775,0.323529411764706,1.11438154790677,-2.26087898274092,8254.9776065325,17191.5775732865,155,23,96,24,1.49767526246578,0.648241415192508,0.420145681581686,0.550752442874686,0.758296014213316,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site353","2","Crest",2018
"279","Site353 Crest 3 2018",33,0,33,11,14,0.558310376492195,1.00876952361805,0.242424242424242,0.332998173663064,-0.494353426150992,5851.21238209743,15407.7750456268,297,30,72,23,1.12959149476787,0.532440000453469,0.511172329354148,0.0341157609693655,0.182458690165898,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site353","3","Crest",2018
"280","Site354 Slope 1 2018",19,8,23,11,3,0.681440443213296,1.21875900383729,0.0526315789473684,0.954521683958253,0.639602984396482,2938.59177835171,3588.36268586133,50,19,26,16,1.60656332323052,0.716,0.6112,1.91169321822574,-1.1385161980145,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site354","1","Slope",2018
"281","Site354 Slope 2 2018",19,10,12,15,1,0.736842105263158,1.35808251570783,0.263157894736842,0.972868974673395,0.59498604594801,10574.7634041699,15486.6151009174,90,24,34,16,1.70233765113389,0.785679012345679,0.697037037037037,1.35806839163836,-0.666350530264499,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site354","2","Slope",2018
"282","Site354 Slope 3 2018",13,2,40,15,4,0.615384615384615,1.01233083910317,0.153846153846154,-0.000494028779478394,1.45713560722164,6029.67873908386,7911.62847237121,65,18,38,15,1.4755021840575,0.660355029585799,0.569467455621302,2.08119229693606,-0.295098260962641,4,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site354","3","Slope",2018
"283","Site354 Crest 1 2018",54,8,6,2,26,0.647462277091907,1.2110469496658,0.444444444444444,2.97710711167761,-2.27752179983667,18904.7806400745,26127.9890242961,105,26,67,27,1.64907210007347,0.701315192743764,0.496145124716553,0.290973888123178,0.110982812564737,3,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site354","1","Crest",2018
"284","Site354 Crest 2 2018",52,24,7,3,8,0.561390532544379,1.14880376724269,0.173076923076923,2.8369771109854,-1.20088684412062,15166.919677638,20108.8884943325,93,29,65,22,1.54370449965085,0.653485952133195,0.408833391143485,0.511985039116675,-0.0357752327509193,3,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site354","2","Crest",2018
"285","Site354 Crest 3 2018",35,23,10,9,11,0.684081632653061,1.29436371309503,0.371428571428571,2.86712030600188,-0.350438833142441,13833.1674701484,23851.5077225866,115,26,69,32,1.78154752789534,0.766729678638941,0.525973534971645,0.0428145941557778,-0.484292196364979,3,"","","Coral Sea","Coral Sea","Sector13","Reef114","Site354","3","Crest",2018
"286","Site355 Slope 1 2018",11,29,22,6,2,0.760330578512397,1.51570795208571,0.181818181818182,-0.838203804655753,0.0997370045372946,27129.9284114686,29413.6973951027,37,18,14,11,2.1539143429075,0.867786705624543,0.715850986121256,1.55556996005783,-1.38594341976124,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site355","1","Slope",2018
"287","Site355 Slope 2 2018",18,14,39,3,4,0.561728395061728,1.03990954643052,0.611111111111111,0.561667888432438,0.57907832575776,52818.9154507432,65703.7117743727,88,20,47,21,2.01959530004072,0.832902892561983,0.629648760330578,0.0628094967199023,-0.786612545217792,2,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site355","2","Slope",2018
"288","Site355 Slope 3 2018",17,15,34,3,8,0.692041522491349,1.36537225581163,0.529411764705882,1.19821491081986,0.542700414147977,35859.8657879986,40022.4780147409,60,18,38,14,1.91512655614501,0.806666666666667,0.533333333333333,1.02341176383515,-0.399427186901878,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site355","3","Slope",2018
"289","Site356 Slope 1 2018",6,11,33,12,4,0.611111111111111,1.01140426470735,0,-0.68188651408503,1.02564403313103,2398.01540221664,3013.226452409,26,11,15,6,1.55034567017619,0.674556213017752,0.556213017751479,3.02741397693598,-0.496789761864668,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site356","1","Slope",2018
"290","Site356 Slope 2 2018",24,10,23,5,3,0.704861111111111,1.29807740645279,0.208333333333333,2.14324987761829,-0.120015915917672,4964.92158354805,5928.93811553815,27,12,16,5,1.31990820652922,0.636488340192044,0.359396433470508,3.18775902955118,-0.0770489137666538,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site356","2","Slope",2018
"291","Site356 Slope 3 2018",15,11,18,7,4,0.702222222222222,1.36244748519163,0.333333333333333,1.61154529292733,-0.898993763069572,6334.04683436237,8812.42337731655,52,16,32,10,1.23670234350169,0.61094674556213,0.547337278106509,2.50943450026465,0.550703327523669,3,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site356","3","Slope",2018
"292","Site356 Crest 1 2018",40,11,5,8,20,0.715,1.4669977353398,0.15,1.71071905601181,-2.23248767733943,11237.0226053898,12444.5183590703,42,14,24,13,1.40801282900935,0.653061224489796,0.459183673469388,2.42632134892705,0.559579312494369,2,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site356","1","Crest",2018
"293","Site356 Crest 2 2018",24,14,7,7,28,0.611111111111111,1.16338686986848,0.0833333333333333,0.873651070759286,-1.22100944137338,11088.3814357294,22086.0968631205,92,17,55,19,1.50432054936108,0.680056710775047,0.552457466918715,1.49893562439503,0.993261792641792,2,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site356","2","Crest",2018
"294","Site356 Crest 3 2018",16,8,7,13,26,0.7890625,1.5808185358593,0.1875,0.705379047909912,-0.161032403979429,14207.5124874473,16644.3677817161,50,16,34,11,1.45036283731057,0.6144,0.4032,1.97406084322342,0.0501945858110616,2,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site356","3","Crest",2018
"295","Site357 Slope 1 2018",17,7,60,4,0,0.657439446366782,1.31301059204033,0.529411764705882,1.24464806130714,-0.250525464187684,3043.67480602674,4234.89411993174,108,21,38,36,1.78261414870483,0.799039780521262,0.707133058984911,0.71490833343488,-0.885690339177618,1.5,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site357","1","Slope",2018
"296","Site357 Slope 2 2018",21,16,43,3,0,0.394557823129252,0.775129274778622,0.761904761904762,2.01758946017774,0.679998634798111,10922.6160378701,12759.9178705468,166,23,77,27,1.505286732105,0.697779068079547,0.657642618667441,0.555177188531851,-0.584727367194894,1,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site357","2","Slope",2018
"297","Site357 Slope 3 2018",12,2,71,3,0,0.722222222222222,1.42412991734677,0.416666666666667,-0.0335369400069751,-0.381417411710771,5794.77822954938,8984.37929870832,183,27,109,20,1.54794477187839,0.707097853026367,0.556361790438652,0.15904751729279,0.225297398018861,1,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site357","3","Slope",2018
"298","Site357 Crest 1 2018",35,2,40,2,5,0.757551020408163,1.59319877814787,0.514285714285714,1.65917337662038,-1.04347045484921,647.021115787738,3422.78867462743,241,23,110,30,1.31167586346601,0.658597475938775,0.627675143334309,0.865611970341068,0.233367057279424,1.5,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site357","1","Crest",2018
"299","Site357 Crest 2 2018",27,3,16,6,39,0.636488340192044,1.16622036735247,0.518518518518518,1.13485040097701,-0.82380126871948,1744.95743085707,4716.61195290598,198,25,100,32,1.50831499481246,0.694725028058361,0.622028364452607,0.295479954009981,-0.048251907351456,2,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site357","2","Crest",2018
"300","Site357 Crest 3 2018",29,1,53,3,6,0.663495838287753,1.32076900498544,0.620689655172414,2.14778567592901,-0.49577735954957,3542.55883290739,5135.27549551251,84,29,40,26,1.97969011707682,0.825396825396825,0.602040816326531,0.21554846981922,-0.21077110312802,2,"","","Coral Sea","Coral Sea","Sector13","Reef115","Site357","3","Crest",2018
"301","Site358 Slope 1 2018",19,3,70,0,4,0.703601108033241,1.36468472606043,0.0526315789473684,-0.827910254494193,-2.20246734778516,23125.6034553516,26164.5951535177,65,24,42,16,1.72641974157629,0.710059171597633,0.515029585798817,0.823380888300828,-0.633083614528465,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site358","1","Slope",2018
"302","Site358 Slope 2 2018",22,0,54,2,13,0.669421487603306,1.27544886975232,0.318181818181818,0.308277494545264,-1.95187074615934,11242.4702748212,19809.448099385,113,20,83,13,1.24262787165505,0.580311692379983,0.431200563865612,1.1937399625821,-0.22291871025191,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site358","2","Slope",2018
"303","Site358 Slope 3 2018",9,0,36,6,36,0.71604938271605,1.31078367809971,0.666666666666667,3.47548921029984,-2.61984210789438,21782.7582102702,41625.078911029,247,34,85,26,1.3032102678658,0.619547935550492,0.576111721221459,-0.692869789225076,-0.75474528278057,4,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site358","3","Slope",2018
"304","Site358 Crest 1 2018",17,2,7,0,65,0.595155709342561,1.12178531357477,0.588235294117647,2.28871479580875,0.110024835380527,9943.28009674988,27837.5007091825,218,27,98,22,1.47624460485647,0.697247706422018,0.572005723423954,-0.114462998102344,0.904662987724251,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site358","1","Crest",2018
"305","Site358 Crest 2 2018",32,1,5,1,44,0.771484375,1.61019415082752,0.40625,2.40487189201612,-1.13241441468246,4654.67135688116,18797.2706850223,210,24,121,15,1.23521810591866,0.617641723356009,0.473968253968254,1.28460238417916,1.63330497404328,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site358","2","Crest",2018
"306","Site358 Crest 3 2018",13,1,13,0,54,0.698224852071006,1.37781950803903,0.692307692307692,3.42405063535314,-1.34392219535946,7857.67756242129,21165.3782839942,217,23,103,27,1.43149295685761,0.680031429845611,0.595383210516256,0.281245250111648,0.882935585800663,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site358","3","Crest",2018
"307","Site359 Slope 1 2018",18,6,39,3,26,0.660493827160494,1.22357565413896,0.222222222222222,0.644724063295893,-2.09883828074888,26840.1476723917,39863.6755646979,173,42,82,20,1.71298650699185,0.75986501386615,0.574693441144041,-0.384098579270129,0.556701624294049,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site359","1","Slope",2018
"308","Site359 Slope 2 2018",23,4,25,14,26,0.703213610586011,1.46098555604783,0.478260869565217,1.40032856082266,-0.474523102217527,13489.4865375838,19214.336975725,152,33,51,26,1.4031561751792,0.673909279778393,0.633396814404432,0.297606110259768,-1.06614928233516,4,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site359","2","Slope",2018
"309","Site359 Slope 3 2018",34,2,41,7,10,0.737024221453287,1.47453880000475,0.235294117647059,2.11760982364749,-1.49977774249998,14830.1886367641,27996.2392848301,183,31,93,25,1.53347019644276,0.719878168950999,0.619009226910329,-0.241215262132427,-0.864757331291614,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site359","3","Slope",2018
"310","Site359 Crest 1 2018",47,0,14,11,21,0.7324581258488,1.45422938168181,0.25531914893617,1.56146348224172,-0.706231719199832,5901.25327886727,14194.2982853783,303,31,66,29,1.13200915033127,0.526266488034942,0.508642943502271,-0.0129914250031174,-0.200904325379174,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site359","1","Crest",2018
"311","Site359 Crest 2 2018",33,5,4,1,41,0.730945821854913,1.42749487146984,0.303030303030303,0.706627285178594,-0.0199060291744835,11363.2700911177,19646.5477886592,162,29,67,24,1.56531317432011,0.725422953818016,0.621780216430422,0.904681808485373,0.867213761829093,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site359","2","Crest",2018
"312","Site359 Crest 3 2018",46,5,3,3,27,0.758034026465028,1.58140385831607,0.434782608695652,1.81638883529272,-0.911623644040909,10782.4633144668,23079.5543223169,191,22,76,10,1.236395623376,0.625969682848606,0.557989090211343,1.16638085334705,0.863523696905778,3,"","","Coral Sea","Coral Sea","Sector13","Reef116","Site359","3","Crest",2018
"313","Site360 Slope 1 2018",8,7,13,0,51,0.46875,0.661563238157982,0,-1.41470029209092,-1.63729444383471,5386.87689146084,10068.124938902,84,16,72,6,0.748529545338384,0.318310657596372,0.175736961451247,2.58282918326497,0.892097017380544,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef117","Site360","1","Slope",2018
"314","Site360 Slope 2 2018",11,4,43,2,29,0.760330578512397,1.51570795208571,0.181818181818182,-0.364459792607189,-0.286602636130441,13968.6829862521,23478.0340812314,139,28,117,11,1.02852484703435,0.437865534910202,0.256611976605766,0.701053956394376,1.21045013691708,3,"","","Coral Sea","Coral Sea","Sector13","Reef117","Site360","2","Slope",2018
"315","Site360 Slope 3 2018",18,4,43,1,18,0.277777777777778,0.450561208866305,0,-2.23932540437438,-0.780973367535335,13020.5706330702,24214.9838097108,163,28,140,20,1.01468447001077,0.412360269486996,0.23651624073168,0.186321169859345,1.05950452289374,3,"","","Coral Sea","Coral Sea","Sector13","Reef117","Site360","3","Slope",2018
"316","Site361 Slope 1 2018",21,0,24,2,25,0.743764172335601,1.52429037515682,0.333333333333333,0.656920735384903,0.468424230687635,6409.63845849743,8267.64432718706,76,21,14,29,1.6595397550064,0.763157894736842,0.692174515235457,1.52182587109011,-0.705624320545994,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site361","1","Slope",2018
"317","Site361 Slope 2 2018",30,0,22,0,34,0.751111111111111,1.48984906194395,0.366666666666667,0.0384855139753089,0.401787150959732,2316.26622118028,2748.29548435407,89,26,20,25,1.96652133523804,0.841055422295165,0.740058073475571,1.13406000062392,-0.756067040806178,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site361","2","Slope",2018
"318","Site361 Slope 3 2018",30,1,18,0,26,0.744444444444444,1.57508813936155,0.433333333333333,1.48567714481582,-0.121381380824967,28897.174463409,39216.2192586069,70,19,10,46,1.52960146506147,0.684489795918367,0.508979591836735,1.02508039868974,-0.372112782524534,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site361","3","Slope",2018
"319","Site361 Crest 1 2018",62,4,4,1,18,0.739854318418314,1.52140582825946,0.483870967741935,2.46357685125152,-1.45694968078069,17759.4601546775,59085.3000940519,147,29,79,33,2.05190861832117,0.836040538664445,0.575223286593549,-1.45490652036432,0.336289770682007,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site361","1","Crest",2018
"320","Site361 Crest 2 2018",56,1,13,1,13,0.705357142857143,1.41398308623435,0.339285714285714,2.05766799950734,-1.33230821933572,13014.2789872044,26301.4051182145,113,29,43,36,2.06699828819781,0.858172135641005,0.644686349753309,0.0466920032803723,0.349770593819322,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site361","2","Crest",2018
"321","Site361 Crest 3 2018",59,0,13,0,19,0.675667911519678,1.29213092853674,0.474576271186441,3.43519210163635,-1.79276838761415,12456.6971877843,27377.8467990062,194,26,40,99,1.78328136537509,0.771867361037305,0.629769369752365,-1.07954880864432,0.907460830244051,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site361","3","Crest",2018
"322","Site362 Slope 1 2018",18,2,34,0,15,0.716049382716049,1.37849742178298,0.388888888888889,1.04441422390493,0.490017039078717,4885.51183462758,6366.04269699261,78,21,22,37,1.89350034451717,0.828073635765943,0.637738330046022,1.36595377289656,-0.355775737048336,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site362","1","Slope",2018
"323","Site362 Slope 2 2018",16,3,31,0,14,0.6328125,1.14327520619421,0.5,1.26185908485655,0.869920565240606,2302.71766653596,2753.79263345144,50,18,20,22,1.57724571097329,0.7424,0.5544,2.30211626670908,0.119347480400715,4,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site362","2","Slope",2018
"324","Site362 Slope 3 2018",26,0,26,0,17,0.636094674556213,1.15571172234599,0.5,1.05535072362487,-0.194215775368305,6125.55443828372,6276.90857034833,42,23,15,20,1.78838900455625,0.810657596371882,0.629251700680272,2.05135708271733,-0.923467579091112,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site362","3","Slope",2018
"325","Site362 Crest 1 2018",23,7,28,0,28,0.533081285444234,1.06800618018425,0.652173913043478,1.01724325058546,-1.41088964651377,4750.61662531783,7652.40135868845,106,18,48,29,1.7060338345886,0.755072979708081,0.507831968672125,0.964090852520789,0.583723376296743,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site362","1","Crest",2018
"326","Site362 Crest 2 2018",26,4,19,0,29,0.603550295857988,1.13272667991716,0.576923076923077,1.0814141751394,-0.016520171834811,12617.6766086183,29814.6876261271,91,21,28,49,1.78751664288548,0.798212776234754,0.543171114599686,0.569663498668266,0.378807598932884,3.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site362","2","Crest",2018
"327","Site362 Crest 3 2018",32,1,22,2,22,0.685546875,1.23517784087949,0.3125,0.346237511866445,-0.74410532062533,19455.8133466205,52642.1806364198,125,28,37,42,1.69788775323797,0.7712,0.689664,0.25661658048428,0.304873538319979,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site362","3","Crest",2018
"328","Site363 Slope 1 2018",41,1,12,6,18,0.529446757882213,1.0652997128514,0.146341463414634,-1.08683231772874,-0.163738703136023,25925.451557681,26363.4654580215,43,16,22,14,1.79699193482639,0.776636019469984,0.57328285559762,1.98533085500779,-0.621187908939138,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site363","1","Slope",2018
"329","Site363 Slope 2 2018",37,4,16,8,24,0.151935719503287,0.333011096480187,0.0540540540540541,-1.38831788695813,-0.6838775165666,2619.79889276381,4820.18627586097,51,14,34,11,1.20898980658596,0.552095347943099,0.49519415609381,2.39086479365149,-0.856554252729581,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site363","2","Slope",2018
"330","Site363 Slope 3 2018",41,3,12,1,27,0.686496133254015,1.40458845609758,0.219512195121951,0.0882123413249797,-0.538546222406716,10288.7459056921,20361.2296664301,71,18,40,19,1.79721571321226,0.796270581233882,0.558619321563182,1.24614243225612,-0.456203112581345,2,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site363","3","Slope",2018
"331","Site363 Crest 1 2018",24,5,6,3,50,0.645833333333333,1.33788216653918,0.291666666666667,1.07337138447064,-1.29587223601303,2130.42522763716,7225.16225356294,115,18,52,26,1.64515609654735,0.742079395085066,0.59054820415879,1.60199822754332,0.46532197380989,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site363","1","Crest",2018
"332","Site363 Crest 2 2018",31,9,5,6,46,0.511966701352758,1.05853456835511,0.193548387096774,0.663688633184919,-0.679828214578337,3934.58843205334,10323.2995332976,90,18,37,14,1.67296824280807,0.754567901234568,0.486913580246914,1.68689424969797,0.858345233638187,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site363","2","Crest",2018
"333","Site363 Crest 3 2018",30,13,4,1,41,0.522222222222222,0.93565847170479,0.266666666666667,0.143432928444834,0.00102943429329362,6992.68502300709,10594.4387195333,108,22,57,17,1.80125319416118,0.761488340192044,0.469993141289438,0.557852086491548,0.311230959186219,2.5,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site363","3","Crest",2018
"334","Site364 Slope 1 2018",44,11,31,1,8,0.523760330578512,0.938195276414458,0.0227272727272727,0.966238647373351,-2.32805372672054,12760.2035614478,16749.2318753799,120,32,36,32,1.63820725057285,0.759027777777778,0.697638888888889,0.955820099860185,0.011716039871939,4,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site364","1","Slope",2018
"335","Site364 Slope 2 2018",20,3,16,11,25,0.565,1.03311408751667,0.1,1.90312377968458,-1.42376578508548,3801.56746481357,8396.84515180197,118,28,46,22,1.46404355167605,0.698218902614191,0.653116920425165,1.21451978794505,-0.0200175286620473,4,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site364","2","Slope",2018
"336","Site364 Slope 3 2018",40,7,20,6,21,0.60875,1.19958751450845,0.05,1.34275068747073,-1.05377665514653,2930.29494954567,6093.75180425034,101,23,28,11,1.53028709364145,0.690324477992354,0.629154004509362,1.57438082410941,-0.600051521380728,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site364","3","Slope",2018
"337","Site364 Crest 1 2018",31,6,3,6,32,0.68678459937565,1.39904725705275,0.483870967741935,0.217267544475935,-0.826622113009268,2523.99772507289,6834.01325576707,140,20,45,48,1.73557359607209,0.798061224489796,0.671122448979592,1.08525242574511,0.705665900563567,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site364","1","Crest",2018
"338","Site364 Crest 2 2018",37,8,4,2,33,0.778670562454346,1.60552198217224,0.432432432432432,1.14864077148657,-1.36959294678662,2396.7650006581,5991.2991859216,115,19,36,26,1.68382184732841,0.764310018903592,0.672665406427221,1.19682928006747,0.0967916494570662,2,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site364","2","Crest",2018
"339","Site364 Crest 3 2018",25,12,6,3,50,0.6016,1.04963482132755,0.48,0.824900176489691,0.149886706334312,2704.61744784171,7740.3343117821,155,19,36,28,1.4908886478587,0.702018730489074,0.640832466181061,1.48112333228072,0.468911031839722,3,"","","Coral Sea","Coral Sea","Sector13","Reef118","Site364","3","Crest",2018
"340","Site365 Slope 1 2018",37,23,7,4,29,0.70854638422206,1.34921817422636,0.189189189189189,-0.351815041307049,1.03447768321964,455756.022782189,499691.512420491,527,50,139,37,1.19844243788766,0.556146459318256,0.53673185011288,-2.32339289112608,-0.83915009976968,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site365","1","Slope",2018
"341","Site365 Slope 2 2018",50,20,8,1,19,0.7272,1.46562041491914,0.32,0.93810002426527,0.45608345584271,46907.5543032142,167535.605896059,469,50,99,85,1.46043606166476,0.636067302840049,0.593996208418765,-3.45666090438258,-0.586288623891832,3,"","","Coral Sea","Coral Sea","Sector11","Reef119","Site365","2","Slope",2018
